OTU ID,A_1,E_1,A_3,C_1,B_1,E_3,F_3,E_2,C_3,C_2,D_3,B_3,B_2,D_1,D_2,F_2,A_2,F_1
OTU1850,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU1851,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9614,0,2,0,3,0,1,0,0,0,0,0,3,0,2,2,0,0,0
OTU3639,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU8457,18,39,22,9,4,17,8,9,8,10,4,6,9,3,8,2,8,9
OTU1859,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3248,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU652,4,1,0,5,8,6,3,5,1,3,0,4,6,1,3,4,6,15
OTU9001,228,172,179,189,150,209,148,143,116,143,152,213,162,210,238,214,266,200
OTU8599,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
OTU12946,0,0,1,4,4,2,1,2,2,2,0,3,0,1,3,1,1,1
OTU6106,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
OTU12698,2,2,9,1,0,4,4,3,7,0,6,0,3,6,1,3,0,2
OTU5933,0,0,0,1,0,1,0,2,3,2,0,0,0,0,0,0,2,0
OTU10851,1,5,0,16,0,1,4,3,8,2,0,0,6,0,0,0,1,0
OTU3567,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU11155,37,61,40,93,71,49,30,55,61,57,45,54,50,36,46,48,75,53
OTU11640,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9668,1,1,3,2,0,3,0,1,2,2,0,1,0,4,1,0,1,2
OTU12494,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
OTU4082,3,2,0,5,1,0,1,1,1,3,2,4,4,0,2,0,1,0
OTU11270,4,8,6,3,6,8,10,9,8,8,11,22,13,4,10,10,5,6
OTU4796,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9638,0,7,0,0,2,0,0,2,0,0,10,3,0,2,1,2,2,2
OTU9755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU4090,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU381,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU11550,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0
OTU15166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU6844,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU12088,1,0,0,0,0,0,1,4,3,1,5,0,0,2,5,0,1,1
OTU11053,8,5,4,1,5,4,3,9,7,4,6,7,7,12,0,8,2,7
OTU2801,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU3315,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
OTU9323,75,32,32,82,41,67,47,34,56,62,23,42,34,37,29,35,52,39
OTU6467,1,0,2,0,5,0,2,0,4,3,0,2,3,7,0,1,4,3
OTU4793,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5888,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0
OTU13630,2,10,1,10,5,3,4,3,1,8,0,4,2,0,4,2,13,4
OTU7437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU9252,10,14,13,7,17,30,16,14,17,24,32,24,13,18,21,18,8,12
OTU15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU1401,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
OTU10862,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13134,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0
OTU416,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
OTU4335,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5000,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU12926,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU11252,0,3,6,0,10,9,1,3,1,4,10,1,1,8,16,4,2,2
OTU598,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13361,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1
OTU14928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU15715,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU13922,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
OTU13327,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
OTU7964,6,9,5,11,3,9,13,11,14,12,8,7,7,4,4,7,12,8
OTU11299,70,70,84,61,57,70,61,83,60,102,50,65,50,94,68,52,52,89
OTU9468,18,23,23,17,21,14,21,16,21,18,17,21,15,9,27,15,20,19
OTU15009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
OTU253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU254,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU6337,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU9317,2,4,4,25,0,15,0,1,5,1,1,2,0,9,2,2,6,4
OTU100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU16022,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU9786,0,0,1,0,0,2,0,0,1,1,0,0,4,0,0,0,0,0
OTU9530,19,45,2,2,5,4,6,3,4,6,1,0,2,10,4,14,2,0
OTU2380,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5302,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU8001,2,0,5,5,4,1,1,1,3,1,9,0,0,4,3,1,2,0
OTU4996,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU4250,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11415,6,15,2,6,9,5,19,22,15,12,0,1,5,8,5,6,7,16
OTU13110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU10871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15583,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
OTU12963,0,1,2,0,2,7,1,3,1,2,6,5,3,0,1,2,1,0
OTU15124,1,0,1,0,4,0,1,1,0,0,0,1,0,0,0,2,1,1
OTU9369,0,3,0,0,0,2,0,2,1,1,0,0,1,4,0,0,0,0
OTU10717,24,18,9,16,15,4,10,9,11,16,19,18,6,18,17,16,30,24
OTU9316,1,3,6,1,8,4,6,10,11,5,4,7,8,4,7,8,3,14
OTU3922,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0
OTU14976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
OTU7131,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0
OTU3304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU15929,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1
OTU11976,1,0,1,0,4,2,1,5,1,0,4,5,0,4,1,2,0,1
OTU6193,7,1,2,1,3,3,5,1,1,2,3,4,3,1,1,0,0,3
OTU7925,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU2447,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11250,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3971,7,2,6,2,7,2,6,2,2,1,6,10,4,5,0,1,3,1
OTU3825,1,5,2,7,0,2,0,0,3,6,0,2,1,2,4,0,6,3
OTU8603,0,3,2,2,0,2,0,0,0,0,2,1,0,1,0,2,0,2
OTU3831,2,2,2,8,1,7,1,2,4,10,7,6,1,7,1,6,5,9
OTU14611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU528,4,0,0,0,0,1,0,1,2,2,1,0,2,0,0,0,0,0
OTU1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU1518,0,0,0,2,0,2,0,0,0,0,0,1,3,0,0,0,7,0
OTU1517,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0
OTU4036,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
OTU1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU14347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
OTU7842,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU7961,1,4,1,1,1,3,2,1,2,1,0,0,2,1,1,0,0,1
OTU8556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU12381,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU3827,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0
OTU12212,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,2
OTU804,0,4,1,3,3,3,0,0,2,0,4,0,0,0,0,0,3,11
OTU4618,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6660,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
OTU431,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU13364,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
OTU10127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4682,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3719,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1
OTU6209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU8324,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU11740,0,1,3,0,0,0,0,1,0,0,1,1,0,1,4,0,3,0
OTU11462,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4051,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0
OTU2349,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3200,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
OTU9858,0,5,9,1,14,10,0,0,2,1,4,4,2,1,3,4,0,3
OTU13918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
OTU12454,1,0,1,2,0,1,0,3,0,2,0,0,1,0,0,0,0,0
OTU7617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU5175,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
OTU10584,7,10,20,4,23,23,7,5,5,6,12,16,12,5,11,11,9,13
OTU4380,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15877,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU13037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU11358,23,28,26,34,19,8,19,8,9,11,4,18,12,11,3,11,8,16
OTU13620,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
OTU2820,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15118,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,1,1,0
OTU2857,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU10385,1,11,0,5,10,9,8,13,2,6,3,2,2,8,15,9,0,10
OTU4112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU14831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU9419,1,2,0,0,0,0,2,0,2,0,1,1,4,4,0,0,1,0
OTU7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU14686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU13664,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU12025,10,0,2,2,1,1,16,2,0,0,5,1,0,0,0,0,0,0
OTU10720,4,13,128,19,55,51,55,34,20,26,6,21,17,12,7,25,11,33
OTU6132,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
OTU16065,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
OTU8610,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0
OTU16060,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7486,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU5545,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
OTU5111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU14941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU8853,3,2,7,3,3,5,4,4,6,4,3,2,0,7,10,5,12,9
OTU9986,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
OTU13823,0,0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,0
OTU1173,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
OTU7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU9236,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
OTU1980,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11673,2,0,5,1,2,0,2,2,5,4,7,2,5,3,2,4,3,4
OTU12879,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU6577,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU15170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU6856,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU8206,0,2,0,2,2,2,4,0,2,1,2,0,0,0,0,1,0,0
OTU10496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5799,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU15567,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5
OTU2353,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU2525,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9363,5,16,0,10,0,3,0,5,4,8,0,0,0,1,0,0,4,4
OTU5384,1,1,1,1,0,0,0,0,2,3,0,0,2,0,0,0,0,0
OTU14481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU5644,3,2,0,2,2,0,0,0,3,1,0,0,1,0,1,0,1,0
OTU5409,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU15292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU8275,0,1,6,0,0,0,1,0,1,0,1,1,0,5,1,2,1,5
OTU12808,1,0,0,0,1,4,0,1,2,1,4,3,0,3,5,0,0,1
OTU7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU13489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU593,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0
OTU14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
OTU12764,4,2,2,0,2,0,4,1,2,3,8,11,1,4,4,3,1,1
OTU3400,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0
OTU11073,0,3,5,2,6,5,11,2,3,6,0,10,9,16,11,9,0,3
OTU2419,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU15352,0,0,0,0,1,3,0,0,0,2,0,0,1,0,2,1,0,0
OTU5748,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU3378,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
OTU15496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU7090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU5228,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU9295,21,23,2,12,5,17,6,14,9,25,1,14,15,17,6,10,11,20
OTU10106,56,24,21,37,38,76,30,36,34,39,44,53,39,44,57,33,50,52
OTU5017,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU4003,1,2,0,2,1,0,0,0,1,0,0,3,0,3,1,0,3,1
OTU2680,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU10783,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU15162,6,0,3,7,8,1,2,2,0,0,0,8,3,1,8,1,1,2
OTU11841,1,0,0,7,0,1,0,3,6,5,6,1,0,3,0,3,9,0
OTU13839,0,0,1,1,2,5,1,1,0,0,0,0,3,4,1,2,0,2
OTU2042,0,3,4,0,0,0,2,0,2,0,5,1,0,0,0,1,0,2
OTU1759,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13697,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
OTU180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11713,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,2,5,2
OTU3068,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU15516,0,1,3,0,0,3,0,0,0,2,0,9,0,1,0,3,0,0
OTU6565,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU9064,44,92,198,29,156,76,136,225,155,137,362,199,127,197,166,192,78,139
OTU10820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
OTU9656,10,5,4,7,10,2,5,8,3,13,5,8,3,1,12,8,14,7
OTU3949,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU9499,1,4,4,13,1,5,1,3,4,4,0,0,0,0,1,0,1,3
OTU10775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2767,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU447,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12707,0,0,0,0,1,0,1,3,0,0,0,2,0,0,2,0,1,0
OTU9768,0,0,1,0,1,4,0,4,0,1,0,0,6,2,0,0,5,0
OTU9518,0,3,0,0,2,0,2,0,0,4,0,0,1,2,0,0,1,0
OTU6254,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU1327,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0
OTU6404,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
OTU6252,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU8315,354,339,321,252,309,151,329,287,236,203,317,372,366,246,311,271,291,296
OTU7643,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
OTU12925,0,1,4,2,10,9,5,6,5,0,0,2,6,2,6,5,3,10
OTU7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU11137,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU15141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OTU12006,0,0,0,0,0,0,0,2,0,0,4,2,1,0,0,1,0,0
OTU6273,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9779,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0
OTU2937,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
OTU14439,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3
OTU12115,0,1,2,0,4,0,3,4,4,2,6,0,0,2,0,3,0,2
OTU6259,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU11391,0,8,9,2,4,7,5,2,2,4,8,3,9,12,18,14,3,3
OTU6255,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU9973,41,16,16,27,25,19,16,14,27,16,25,11,19,17,20,18,16,12
OTU6257,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU906,0,1,0,0,1,0,0,1,0,0,2,3,1,1,1,0,2,0
OTU12747,3,2,0,5,5,2,3,5,5,7,2,2,5,3,0,6,3,4
OTU11846,1,1,0,2,0,2,1,2,2,9,1,1,2,0,0,2,0,1
OTU13181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10599,0,3,13,0,2,0,4,8,4,2,17,16,5,6,4,9,6,7
OTU12078,2,1,1,2,2,0,3,3,0,0,4,0,1,1,2,8,2,4
OTU6734,3,4,6,2,2,4,1,1,0,0,1,2,2,1,2,1,1,2
OTU3287,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1308,5,8,0,4,7,1,4,1,1,7,4,0,5,0,3,0,11,3
OTU10520,1,0,1,1,0,0,0,0,1,0,2,0,2,2,0,2,0,1
OTU1743,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9763,1,11,4,14,6,0,3,15,6,3,1,5,9,2,1,6,8,7
OTU15502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU13544,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU8403,3,17,1,4,13,4,5,10,1,8,16,1,4,3,3,5,2,13
OTU7028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
OTU13540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU3486,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
OTU782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU5818,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU780,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,5,0
OTU2400,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5813,3,0,2,1,0,0,1,0,1,0,1,0,0,1,1,4,1,0
OTU8492,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2932,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
OTU6069,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU8937,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU3456,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0
OTU7467,1,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,1,0
OTU15324,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0
OTU13441,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
OTU11502,1,2,4,0,0,3,2,4,0,1,1,0,1,0,0,1,2,1
OTU8939,226,182,181,180,159,360,127,130,146,111,144,158,184,169,171,140,182,196
OTU4470,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12633,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
OTU613,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU10865,0,1,1,1,0,0,0,0,0,6,0,0,1,0,3,0,0,0
OTU12549,0,0,0,0,0,1,1,0,0,1,0,2,0,0,3,2,0,0
OTU9076,27,20,19,17,77,12,33,17,23,12,29,48,45,23,35,38,22,35
OTU15657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
OTU13937,1,1,2,2,1,3,0,0,0,0,3,0,2,2,1,4,2,0
OTU11921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
OTU1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU14898,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0
OTU251,1,0,0,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0
OTU6319,2,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0
OTU3618,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
OTU1876,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1877,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12702,0,1,1,1,0,3,4,4,0,3,0,0,0,0,0,1,1,1
OTU7612,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU14357,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
OTU6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU12161,6,7,6,5,4,0,6,5,6,0,7,3,11,3,8,3,13,6
OTU6065,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU9550,2,8,18,4,4,4,51,27,22,4,1,16,3,5,16,3,4,0
OTU9256,0,3,1,4,2,0,0,2,3,1,5,0,4,5,6,2,0,0
OTU4078,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU8720,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
OTU3588,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU15194,0,0,3,0,2,0,3,1,1,0,5,2,0,1,0,1,0,0
OTU8626,3,2,1,0,3,7,6,3,0,2,0,3,0,1,0,0,2,8
OTU12689,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU4212,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
OTU15291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU4660,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU9649,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
