OTU ID,A_1,E_1,A_3,C_1,B_1,E_3,F_3,E_2,C_3,C_2,D_3,B_3,B_2,D_1,D_2,F_2,A_2,F_1
OTU7591,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU14215,0,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2
OTU2927,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
OTU5746,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU8792,2,0,3,0,2,5,0,2,0,0,2,1,0,1,3,1,10,3
OTU14857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU15539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU7238,0,4,1,0,3,0,2,0,4,1,0,2,0,1,6,0,0,0
OTU4754,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11214,0,1,2,1,2,0,0,3,4,3,2,0,8,0,2,5,2,1
OTU1407,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU11989,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,1
OTU10726,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14786,4,1,0,1,12,0,2,1,0,0,0,0,0,2,1,1,0,2
OTU6068,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU1582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
OTU13233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU4772,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4776,3,3,2,15,1,3,3,3,1,2,2,2,0,1,0,0,0,0
OTU4774,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU12485,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0
OTU12069,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
OTU3763,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
OTU3890,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU9722,220,548,834,216,578,327,866,828,604,471,664,531,604,869,959,1211,341,645
OTU15680,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
OTU5408,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
OTU5884,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU3695,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU10390,1,2,0,0,2,0,0,2,0,1,0,1,2,1,0,0,0,0
OTU2098,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU12240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU3232,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
OTU5065,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
OTU13089,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU14644,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,2
OTU5882,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2457,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU12060,2,2,13,8,1,0,3,10,5,11,10,4,8,8,4,8,2,2
OTU6231,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
OTU5679,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
OTU247,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6731,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU13506,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13779,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11092,13,14,24,18,29,54,25,26,30,23,9,7,21,18,23,11,16,21
OTU8147,0,1,7,3,9,1,8,1,0,0,4,0,11,2,0,0,4,1
OTU13901,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU13052,0,1,0,3,0,1,0,0,1,0,0,3,0,3,1,0,0,0
OTU4247,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5588,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU9716,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU3739,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU4868,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU14009,1,2,8,2,1,6,20,5,3,6,3,7,2,6,5,9,3,7
OTU11393,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11582,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2
OTU9700,19,56,54,17,37,33,78,88,67,34,78,43,41,37,37,66,14,63
OTU3841,1,0,0,0,0,0,0,1,3,0,0,2,0,0,3,0,0,0
OTU10305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU3907,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU14625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
OTU7613,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0
OTU4251,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4374,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12355,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU7628,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU11871,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU11594,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
OTU7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU13248,0,3,3,0,0,3,0,0,0,0,0,2,2,0,2,1,1,2
OTU14730,2,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0
OTU2656,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3578,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU11021,3,2,3,0,1,0,5,4,3,2,7,4,1,10,6,4,2,6
OTU269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10892,14,6,4,4,9,22,12,8,9,4,3,2,5,2,2,1,5,3
OTU4015,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU726,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7822,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU12992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU8865,20,13,18,12,7,13,4,6,16,9,10,12,1,6,14,5,11,9
OTU11821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU3365,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
OTU7673,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU7823,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU5691,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
OTU11056,6,21,33,13,29,56,24,45,20,8,61,37,33,35,21,26,21,22
OTU4958,5,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,2,1
OTU12043,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU1034,8,1,0,2,0,3,1,1,0,2,0,5,1,2,1,0,3,0
OTU4762,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3737,2,3,0,7,0,6,3,3,1,3,0,3,0,3,2,0,2,1
OTU15252,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0
OTU11813,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU7289,0,4,0,0,7,3,2,0,1,0,1,0,0,0,5,4,0,1
OTU9906,2,3,1,0,5,1,3,0,6,3,4,0,1,2,2,8,1,3
OTU15814,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU11211,16,22,12,5,12,24,24,34,22,21,8,14,16,22,24,19,8,25
OTU12551,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU3392,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU11513,0,3,0,0,6,8,0,0,0,0,1,0,1,7,2,1,2,1
OTU6590,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0
OTU14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU5491,8,1,1,6,2,4,11,2,9,1,6,0,2,1,1,7,3,0
OTU11331,0,1,11,1,4,0,5,11,8,6,8,3,4,7,8,3,5,5
OTU14863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU2500,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU4002,2,0,2,1,2,4,0,8,1,1,3,5,1,8,1,2,0,5
OTU12755,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU10632,2,5,0,1,0,2,0,1,0,2,0,0,3,4,0,2,5,2
OTU11264,65,69,41,54,58,68,59,94,52,126,56,96,81,27,15,56,67,89
OTU12203,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU11611,2,1,4,3,8,7,3,0,2,1,2,11,4,5,4,3,5,1
OTU1770,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU3212,0,0,1,0,0,1,3,0,0,0,0,0,2,0,4,0,0,0
OTU15217,4,0,1,0,0,3,1,0,0,0,0,0,0,0,2,2,0,2
OTU4749,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6821,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,2,0,0
OTU3993,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1961,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11936,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU14741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
OTU10438,232,404,406,267,635,247,511,459,360,354,338,541,498,410,518,618,300,490
OTU5292,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU12976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU13140,0,0,2,4,0,1,0,0,5,1,0,1,0,0,0,0,0,1
OTU3678,0,0,2,6,0,1,0,0,0,4,1,6,3,0,1,0,1,0
OTU9886,0,0,1,2,0,1,1,0,5,0,0,0,0,0,1,3,0,1
OTU2086,0,0,3,1,0,2,0,1,3,0,0,0,0,0,0,1,0,0
OTU8428,0,3,1,8,1,1,0,2,1,3,0,0,1,0,0,1,0,3
OTU13470,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU2747,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4316,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU15869,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU8662,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,2
OTU9050,0,7,17,0,4,6,6,11,3,2,15,6,2,3,8,13,1,4
OTU8526,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU10700,1,3,0,4,2,1,0,0,0,1,7,2,3,2,4,1,4,1
OTU13580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU14815,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
OTU12983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU6489,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU11349,0,2,2,0,0,4,2,1,1,0,0,0,1,0,0,0,0,0
OTU9179,0,4,0,1,0,2,2,1,1,1,0,1,1,0,0,1,0,0
OTU10707,5,1,10,0,16,11,8,1,2,8,0,7,7,2,0,2,2,1
OTU5633,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU3154,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU3964,1,1,3,1,4,3,2,1,5,18,1,3,0,0,0,0,0,2
OTU10454,10,19,3,30,9,22,22,23,25,13,10,24,15,13,4,20,14,20
OTU2743,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU4031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU8509,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
OTU15561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU15882,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0
OTU14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU9718,65,67,43,57,74,46,49,46,28,54,26,27,63,75,36,53,38,51
OTU9132,0,10,0,0,3,2,1,3,1,4,25,9,7,7,12,1,4,3
OTU5002,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
OTU13624,0,4,4,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0
OTU5504,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU16076,2,2,1,0,0,0,3,1,0,1,0,1,0,1,0,2,0,0
OTU4140,0,1,1,0,0,1,4,1,0,0,5,1,1,1,1,1,2,0
OTU6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU9962,1,5,13,7,14,4,7,22,2,4,5,12,10,17,18,15,4,8
OTU3097,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
OTU8089,1,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
OTU14201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU4741,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU6809,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU7067,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0
OTU11628,16,4,0,5,5,6,12,2,9,7,0,3,0,0,3,4,3,2
OTU12224,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU8055,20,46,58,16,51,14,109,93,56,57,68,40,49,86,34,73,23,47
OTU12648,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
OTU11577,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU12325,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU9766,8,24,68,10,15,25,47,37,45,25,37,29,25,57,56,71,19,25
OTU2728,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
OTU3509,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0
OTU1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU1425,0,0,1,0,3,1,0,0,0,0,3,0,0,2,1,0,6,1
OTU3797,0,1,0,5,0,0,3,0,0,0,0,2,0,0,0,0,1,0
OTU4548,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU10457,1,4,10,0,10,0,9,5,3,2,11,10,8,10,22,9,1,2
OTU12186,29,7,13,18,19,11,14,9,9,24,11,9,6,10,11,6,14,6
OTU15297,0,2,5,0,4,2,9,1,2,0,4,5,11,5,5,6,0,2
OTU15735,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU15173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU9383,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2
OTU4866,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU13923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
OTU12398,2,12,1,0,2,16,7,6,0,0,7,1,7,2,9,10,4,1
OTU9477,46,38,16,34,9,37,33,29,31,43,5,10,22,16,21,35,22,25
OTU4926,0,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
OTU14551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
OTU7565,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU1968,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU4311,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU9491,69,87,87,65,105,63,85,71,71,82,96,82,88,98,98,59,73,72
OTU15454,0,1,1,3,0,0,0,0,0,0,0,0,3,0,1,1,0,1
OTU11843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU907,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1,0
OTU14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU10937,5,1,1,7,0,4,1,0,1,0,1,0,1,0,0,1,3,0
OTU14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU1930,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU13905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU10706,7,11,4,1,5,8,9,13,4,5,6,5,7,2,11,1,4,6
OTU14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU10465,1,1,0,1,2,0,2,0,2,2,0,1,0,0,0,0,1,0
OTU5926,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU8598,0,1,0,0,0,2,3,0,1,3,4,1,3,1,0,2,0,0
OTU2878,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
OTU11485,46,108,154,47,145,138,136,251,90,122,169,121,103,228,105,104,85,133
OTU6246,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU14903,0,0,4,0,3,0,2,1,4,0,0,0,1,1,5,3,0,0
OTU8183,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU13217,0,1,1,0,1,9,0,3,0,0,1,1,3,1,0,2,0,1
OTU11652,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU15606,0,1,4,0,1,0,1,0,1,1,1,1,0,1,5,2,0,1
OTU2192,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6717,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU7994,2,1,4,1,0,5,6,1,4,5,16,10,9,11,11,0,2,5
OTU2532,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
OTU6248,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU9715,9,19,31,8,31,3,25,45,23,18,33,19,31,34,31,23,18,20
OTU10962,24,65,21,24,26,21,58,103,116,51,25,36,34,59,19,42,17,67
OTU11753,5,1,9,4,4,8,8,7,3,3,14,6,4,7,8,4,4,6
OTU15473,0,0,5,0,1,2,0,1,0,0,1,5,3,1,2,1,0,1
OTU2216,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU8019,300,324,165,357,220,114,241,239,155,311,209,256,263,169,168,250,260,295
OTU2524,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6679,0,0,0,2,0,1,3,0,3,0,0,0,0,1,0,0,0,1
OTU15034,2,0,0,2,0,1,1,0,0,3,1,1,0,1,1,3,1,1
OTU490,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12386,3,2,0,7,0,1,0,3,1,0,0,10,2,3,3,3,3,3
OTU10881,0,2,0,3,0,0,4,5,0,0,0,0,0,2,0,0,0,0
OTU11062,0,0,0,3,2,1,0,4,1,0,2,4,1,1,2,5,1,1
OTU129,4,0,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,1
OTU12602,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU8844,3,3,0,5,2,0,1,3,1,8,0,0,4,4,2,3,4,6
OTU4392,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11320,0,1,1,1,0,1,2,2,3,2,2,0,0,0,0,11,0,2
OTU5759,4,1,4,1,4,6,0,0,3,6,0,1,2,1,0,1,1,2
OTU3901,0,0,0,0,0,1,0,1,0,0,1,6,0,1,0,0,0,0
OTU3466,2,2,0,0,0,0,2,0,2,0,1,2,2,1,0,0,0,0
OTU2104,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5942,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU12694,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU9094,41,30,20,18,26,28,35,34,24,33,26,45,27,40,44,35,32,22
OTU12753,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU8516,60,173,158,82,137,102,242,427,163,214,244,150,181,185,135,205,111,202
OTU7775,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OTU10337,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU12916,3,1,2,1,2,0,0,1,5,0,0,1,3,1,0,2,11,1
OTU8347,3,4,2,0,5,1,9,1,0,1,5,5,4,3,2,9,4,8
OTU3024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU3755,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU11186,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU11079,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6053,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU10908,0,2,0,0,4,1,3,8,5,0,3,1,4,0,10,5,0,0
OTU6050,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU5419,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU6055,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
OTU1506,2,2,0,2,0,0,9,0,0,0,0,1,0,2,0,0,2,2
OTU8378,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6357,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU5585,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU10859,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU333,1,0,0,0,1,2,0,2,1,2,0,2,0,0,1,0,0,0
OTU7497,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
OTU3311,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU6787,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,2
OTU8376,45,122,243,48,84,38,153,157,114,74,151,97,112,172,209,236,86,111
OTU7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
OTU7451,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
OTU16031,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1
OTU7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1881,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1882,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1889,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4234,0,0,0,0,0,0,2,4,0,0,2,2,1,0,3,2,1,6
OTU6370,0,0,6,0,2,1,8,0,4,0,0,0,6,1,7,2,4,5
OTU10013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6691,0,0,1,0,0,0,0,0,0,2,0,0,0,2,4,1,0,0
OTU10108,0,2,3,0,0,1,1,7,2,2,2,4,3,8,0,3,9,1
OTU14613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU14612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU11000,49,44,37,29,43,7,43,33,25,22,44,44,48,39,38,31,32,29
OTU7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU9371,18,11,12,20,12,12,20,15,10,27,17,14,17,16,16,14,20,9
OTU2024,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU12460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU12685,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
OTU5938,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
OTU13345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU15363,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0
OTU14958,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3,3,0,0
OTU11345,2,12,4,3,9,13,9,3,4,7,2,7,2,5,5,1,0,2
OTU7602,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU9104,13,15,18,14,18,23,11,8,18,13,12,11,11,11,14,13,13,14
OTU5541,0,2,2,4,0,0,1,0,5,2,0,2,0,0,4,1,1,0
OTU4027,0,0,4,0,0,0,1,1,0,0,0,5,3,3,5,0,1,1
OTU11878,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU10363,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,3
OTU14913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU6516,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU12778,6,2,0,1,5,7,5,4,4,8,16,3,1,4,0,6,3,2
